frame,variance
32,0.01910407121188104
32,0.01151450853106617
33,0.01105749353531522
33,0.005602533544462785
33,0.016029352678338892
33,0.01590266384341559
34,0.007811549482270058
34,0.013619277823591902
34,0.0051800396116422065
34,0.003970392251858662
35,0.010892154381951902
35,0.0028023241671534618
35,0.007668223104442115
35,0.004259468723317765
36,0.01099117256971364
36,0.002862727041848497
36,0.00599271072601278
36,0.0036676912335135516
37,0.009896421594356164
37,0.0039104675713776404
37,0.00630710315027011
37,0.004135899710794921
38,0.009894958742364762
38,0.0038268924459527176
38,0.007339240303105482
38,0.004735736408671143
39,0.010219707364328942
39,0.004588023840408795
39,0.0010071571345314039
39,0.012976279666788642
40,0.005623587761896827
40,0.000272117182755623
40,0.005576917744053149
40,0.0010901275638820116
41,0.005025917682255354
41,0.002601137459936176
41,0.008740526311045455
41,0.0053475834202972115
42,0.01133376978333589
42,0.002617478236728532
42,0.005932118363825678
42,0.00251518800303141
43,0.0017449499223332054
43,0.002646155794729562
43,0.01058853559934525
43,0.001945293756962322
44,0.014655190084286035
44,0.008071575573473128
44,0.01523276917584701
44,0.008191020614125272
45,0.010999703194931895
45,0.007470038493098093
45,0.025624010505965966
45,0.00217010576869144
46,0.012523409518757939
46,0.004974727116974498
46,0.03431434519117674
46,0.00779814150073993
47,0.0198845445907902
47,0.0036968913407203763
47,0.05785029758648111
47,0.008548852131939094
48,0.030618659581934923
48,0.0015362886527043873
48,0.08667906273804685
48,0.003959285548118641
49,0.0317415307085485
49,0.0020434130986614505
49,0.10199941780890794
49,0.005919361973892978
50,0.04657657393602055
50,0.001392626009571507
50,0.11228259173881677
50,0.007216946760468357
51,0.09368642307184402
51,0.0007301401106910299
51,0.09977152282525478
51,0.006495249768377009
52,0.06023950861967453
52,0.0027737450400827867
52,0.14133053999075001
52,0.0041438861695408
53,0.09889243833708516
53,0.005337320785745692
53,0.07106323289428423
53,0.005744219281146235
54,0.09088251647579293
54,0.005161770758989159
54,0.08356886582647693
54,0.007977873563452564
55,0.062413845060278916
55,0.003685221739343847
55,0.131111901232686
55,0.003045481841896991
56,0.11744623593717196
56,0.003172535697915868
56,0.14010553377233237
56,0.01835879065683734
57,0.053733956017650075
57,0.003207623782575464
57,0.17443694903225104
57,0.006946148404182418
58,0.05975811905255801
58,0.011350238044794913
58,0.11307958840726706
58,0.0008953043562422103
59,0.0817192864562909
59,0.01997697329696632
59,0.10066751275912467
59,0.006894116192156574
60,0.11103335693303285
60,0.023572079513279175
60,0.06697490973136488
60,0.0030458927614704255
61,0.03933458641544485
61,0.0382266925198929
61,0.038578286163141184
61,0.012232330401356073
62,0.04267186069756157
62,0.047642630749778814
62,0.08620607514862044
62,0.01511131014563405
63,0.008165198518864214
63,0.04126392668320361
63,0.016341002335501953
63,0.012480258296260371
64,0.0
64,0.0
64,0.0
64,0.0
65,0.03351046277935965
65,0.009772665150977244
65,0.004591433040987969
65,0.017385498470051053
66,0.00303624602136221
66,0.007444456191440407
66,0.02243806596034048
66,0.0016138389909620132
67,0.0006075316152414079
67,0.017100041634305507
67,0.021172564073868916
67,0.0005438551288119986
68,0.0
68,0.0
68,0.0
68,0.0
69,0.0
69,0.0
69,0.0
69,0.0
70,0.0
70,0.0
70,0.0
70,0.0
71,0.022090028656118532
71,0.007259293858205784
71,0.05091910666547084
71,0.009793730478815765
72,0.021029855075895165
72,0.001275704544329126
72,0.02053011380794456
72,0.01296804465539425
73,0.00999051874721757
73,0.005847153026003971
73,0.0013421334087702075
73,0.010310909799266299
74,0.007119795631614245
74,0.00901646998808775
74,0.009861794912438882
74,0.017806452338217538
75,0.14312028663611487
75,0.02985544487021835
75,0.07323528776621702
75,0.018837654339422055
76,0.020974376927645366
76,0.040343358270158114
76,0.012502254440814209
76,0.00941002346250508
77,0.0492302095642263
77,0.03620476424533278
77,0.0341611343868129
77,0.02440559978334303
78,0.16402598412346692
78,0.034316327685561566
78,0.03724402339697974
78,0.01716942851217811
79,0.12268229879310777
79,0.04114181199988234
79,0.09024269013220776
79,0.014413035405425222
80,0.06201785600321552
80,0.01571091627179977
80,0.011966565983499988
80,0.022596051271365297
81,0.13579773067837653
81,0.01111881650888642
81,0.1481085616863803
81,0.014447745842019622
82,0.08114673039167197
82,0.006001980554334829
82,0.20437109304869028
82,0.012415749126807828
83,0.08523041874543436
83,0.006943574793556251
83,0.0915269083711795
83,0.005837222827826704
84,0.11085749189087546
84,0.015883886763901445
84,0.04664153936245746
84,0.015169588055108419
85,0.12191160967315484
85,0.006656002630529079
85,0.045695627625623736
85,0.007650862121363811
86,0.054772329608037074
86,0.003952149133988314
86,0.0492988930224737
86,0.006798651135282818
87,0.05538420151452292
87,0.027387386434315354
87,0.02913501124179882
87,0.006271810019107061
88,0.06631007279956236
88,0.0023182424174225114
88,0.0676675384133695
88,0.0028877969711709195
89,0.04838880200196147
89,0.0015163215713990042
89,0.04822314170843908
89,0.005170224136831147
90,0.04540003245889987
90,0.0041072049955342745
90,0.04975323372513245
90,0.004294722802928997
91,0.017359817786605586
91,0.0018134705641394688
91,0.033046256248909694
91,0.004212635290827771
92,0.013045838611164151
92,0.0051565359593901405
92,0.031146794902889668
92,0.004944013291593848
93,0.0
93,0.0
93,0.0
93,0.0
94,0.0
94,0.0
94,0.0
94,0.0
95,0.0
95,0.0
95,0.0
95,0.0
96,0.0
96,0.0
96,0.0
96,0.0
97,0.0
97,0.0
97,0.0
97,0.0
98,0.0
98,0.0
98,0.0
98,0.0
99,0.0
99,0.0
99,0.0
99,0.0
100,0.0
100,0.0
100,0.0
100,0.0
101,0.0
101,0.0
101,0.0
101,0.0
102,0.0
102,0.0
102,0.0
102,0.0
103,0.0
103,0.0
103,0.0
103,0.0
104,0.0
104,0.0
104,0.0
104,0.0
105,0.011057637604695542
105,5.9728818259219274e-05
105,0.014959786916421303
105,0.0006832519932880402
106,0.005830299369635195
106,0.003991545900287802
106,0.0095109562911245
106,0.012396719384234256
107,0.02454809683384631
107,0.00418264924363454
107,0.008534602497158716
107,0.005948388853412911
108,0.023515216607121837
108,0.004860113616010619
108,0.03056004504544585
108,0.024027919847826106
109,0.08508313494310532
109,0.007623245933133483
109,0.07136049912431616
109,0.0013514108043053419
110,0.08323033246381031
110,0.0036452526853543443
110,0.07755634069760753
110,0.0013158039399510935
111,0.11060407844763082
111,0.0034264743996831105
111,0.10026924975695517
111,0.006519032492416787
112,0.11119454303586213
112,0.011255089123153372
112,0.0789553536645185
112,0.002230106280440597
113,0.10733457414688857
113,0.0017838468413883702
113,0.07892480395428508
113,0.004208872586036971
114,0.1373416265861641
114,0.0020850201183446604
114,0.18671335056078342
114,0.011811778174557742
115,0.08613052377034836
115,0.00294753186121679
115,0.08959333861287777
115,0.001221948376228088
116,0.12113276023094255
116,0.009380539907108965
116,0.1411083340134064
116,0.0015100348871314618
117,0.15873377484157214
117,0.0050446795765908044
117,0.1922299197071935
117,0.0071154411063271365
118,0.10867590570896568
118,0.007733617134585602
118,0.07762494903426365
118,0.0010135783499629404
119,0.10053054344105106
119,0.011752280857214165
119,0.11533462384258164
119,0.011125288344814938
120,0.09434347878903027
120,0.00681886696721451
120,0.11358120507257485
120,0.008761916091284155
121,0.04833057907269567
121,0.006354892111959942
121,0.045835018769481484
121,0.0036788245258889685
122,0.021368968553836187
122,0.004551699409994152
122,0.06205584771130612
122,0.0023747719407199623
123,0.04990737039939508
123,0.004287386143918141
123,0.04587076088756992
123,0.004677465966209067
124,0.0
124,0.0
124,0.0
124,0.0
